frame,hand,landmark,x,y,z
0,0,0,0.3067709505558014,0.6454901099205017,3.479058818811609e-07
0,0,1,0.340082049369812,0.6265915632247925,-0.008871428668498993
0,0,2,0.3678077161312103,0.5962762832641602,-0.025985021144151688
0,0,3,0.39224982261657715,0.580395519733429,-0.04412247613072395
0,0,4,0.4187680780887604,0.570641279220581,-0.0627506673336029
0,0,5,0.3351878523826599,0.5178064107894897,-0.037194717675447464
0,0,6,0.37579792737960815,0.4942852258682251,-0.06489556282758713
0,0,7,0.41206061840057373,0.48266807198524475,-0.08166924864053726
0,0,8,0.4407651722431183,0.47421225905418396,-0.09147457778453827
0,0,9,0.31393077969551086,0.5290270447731018,-0.045973725616931915
0,0,10,0.3849807381629944,0.5523263216018677,-0.07727333158254623
0,0,11,0.38852497935295105,0.6038225889205933,-0.07869885861873627
0,0,12,0.3760664165019989,0.6299543380737305,-0.07446344941854477
0,0,13,0.3009459376335144,0.559377133846283,-0.055290963500738144
0,0,14,0.37166041135787964,0.5893045663833618,-0.08167053014039993
0,0,15,0.371819406747818,0.6267827153205872,-0.06818291544914246
0,0,16,0.3554973602294922,0.6392355561256409,-0.05372515320777893
0,0,17,0.2932218313217163,0.5949514508247375,-0.06549674272537231
0,0,18,0.3510414659976959,0.6106085181236267,-0.07962844520807266
0,0,19,0.35391977429389954,0.6343066692352295,-0.0673273578286171
0,0,20,0.34011173248291016,0.6408017873764038,-0.05548914521932602
0,1,0,0.7494029402732849,0.7869181632995605,-7.327648887667237e-08
0,1,1,0.7304732203483582,0.7304004430770874,-0.001985375303775072
0,1,2,0.6898267269134521,0.6895161867141724,-0.013309192843735218
0,1,3,0.6464787125587463,0.6860102415084839,-0.024358943104743958
0,1,4,0.6203018426895142,0.6989568471908569,-0.03737524524331093
0,1,5,0.7071086764335632,0.6758044958114624,-0.03240790590643883
0,1,6,0.6462396383285522,0.6555456519126892,-0.04662785679101944
0,1,7,0.6105912923812866,0.6488902568817139,-0.054402049630880356
0,1,8,0.5822908282279968,0.6452166438102722,-0.06082000955939293
0,1,9,0.7072136402130127,0.7155810594558716,-0.04091377556324005
0,1,10,0.641955554485321,0.7008814215660095,-0.05578213930130005
0,1,11,0.6556190252304077,0.7115810513496399,-0.05593525245785713
0,1,12,0.6758142113685608,0.7164974808692932,-0.05680494382977486
0,1,13,0.7031681537628174,0.756469190120697,-0.047653477638959885
0,1,14,0.6401234269142151,0.738315999507904,-0.060378484427928925
0,1,15,0.6566721796989441,0.7441750168800354,-0.05100208893418312
0,1,16,0.6775684952735901,0.7490648627281189,-0.044577714055776596
0,1,17,0.6958862543106079,0.7949117422103882,-0.05407313257455826
0,1,18,0.6430922150611877,0.7683457136154175,-0.06409698724746704
0,1,19,0.6551330089569092,0.7720872163772583,-0.056113068014383316
0,1,20,0.6736366152763367,0.7805407047271729,-0.05011909827589989
1,0,0,0.2938619554042816,0.6701446771621704,1.6286337256588013e-07
1,0,1,0.33821719884872437,0.6547012329101562,-0.009239903651177883
1,0,2,0.3701222240924835,0.6175105571746826,-0.02399781532585621
1,0,3,0.3940316438674927,0.5902427434921265,-0.0400303490459919
1,0,4,0.4183611273765564,0.5740406513214111,-0.05628511682152748
1,0,5,0.32614487409591675,0.520246148109436,-0.024779194965958595
1,0,6,0.3761953115463257,0.49577951431274414,-0.049344174563884735
1,0,7,0.4120536744594574,0.4814836084842682,-0.0658910796046257
1,0,8,0.4419781267642975,0.46843042969703674,-0.07667537778615952
1,0,9,0.30733373761177063,0.5291488170623779,-0.03274596482515335
1,0,10,0.38588327169418335,0.5533009767532349,-0.061212506145238876
1,0,11,0.3850088119506836,0.6053346991539001,-0.06486068665981293
1,0,12,0.3683537542819977,0.6245276927947998,-0.06340305507183075
1,0,13,0.2979992628097534,0.5584710240364075,-0.04204115644097328
1,0,14,0.3743739128112793,0.583550214767456,-0.06783105432987213
1,0,15,0.3707771301269531,0.625618040561676,-0.05958179384469986
1,0,16,0.3538359999656677,0.6390166878700256,-0.049541257321834564
1,0,17,0.2952702045440674,0.5971010327339172,-0.05245358869433403
1,0,18,0.3546481430530548,0.6075159907341003,-0.06733279675245285
1,0,19,0.3563211262226105,0.6353343725204468,-0.05975109711289406
1,0,20,0.3432626724243164,0.6466361880302429,-0.05138285085558891
1,1,0,0.7477799654006958,0.7869082689285278,-7.606774943269556e-08
1,1,1,0.7302305102348328,0.7341231107711792,-0.0029999499674886465
1,1,2,0.6876862645149231,0.6916161179542542,-0.014428569935262203
1,1,3,0.6433287858963013,0.687565267086029,-0.024574026465415955
1,1,4,0.6161521673202515,0.7027955055236816,-0.03636172041296959
1,1,5,0.708380401134491,0.6682051420211792,-0.03816484659910202
1,1,6,0.6435014009475708,0.6523004770278931,-0.05294949561357498
1,1,7,0.6079893112182617,0.6483085751533508,-0.05890679359436035
1,1,8,0.5802263617515564,0.6464152932167053,-0.06340032070875168
1,1,9,0.7086175680160522,0.709525465965271,-0.04637160897254944
1,1,10,0.6377370953559875,0.7005082368850708,-0.06441953778266907
1,1,11,0.6528346538543701,0.7098355889320374,-0.06352569907903671
1,1,12,0.6754996180534363,0.7126963138580322,-0.062221709638834
1,1,13,0.7050381898880005,0.7519893050193787,-0.05256493389606476
1,1,14,0.6392580270767212,0.7374849319458008,-0.06891040503978729
1,1,15,0.655349850654602,0.7444918155670166,-0.058126382529735565
1,1,16,0.6772648096084595,0.7487587332725525,-0.049126435071229935
1,1,17,0.6976237297058105,0.7930701971054077,-0.05825008824467659
1,1,18,0.6433572173118591,0.7699353694915771,-0.0701441764831543
1,1,19,0.655166745185852,0.7743896245956421,-0.061728931963443756
1,1,20,0.6742010712623596,0.782001793384552,-0.05470411106944084
2,0,0,0.2850726246833801,0.6849480271339417,1.321493243722216e-07
2,0,1,0.3371495306491852,0.6584759950637817,-0.0045136078260838985
2,0,2,0.3719022274017334,0.6172022819519043,-0.016281193122267723
2,0,3,0.39606624841690063,0.5892245769500732,-0.030632279813289642
2,0,4,0.42172011733055115,0.5702476501464844,-0.04527908191084862
2,0,5,0.3280844986438751,0.5200594067573547,-0.017719995230436325
2,0,6,0.3791186511516571,0.4925355017185211,-0.03999548777937889
2,0,7,0.41428861021995544,0.4763930141925812,-0.055485181510448456
2,0,8,0.4431268870830536,0.46316781640052795,-0.06584423035383224
2,0,9,0.30866506695747375,0.5305920243263245,-0.028203638270497322
2,0,10,0.38702335953712463,0.5493035316467285,-0.05541156604886055
2,0,11,0.3872547447681427,0.6020655035972595,-0.059138163924217224
2,0,12,0.37211284041404724,0.6255548596382141,-0.057555295526981354
2,0,13,0.29821813106536865,0.5607101917266846,-0.03980867192149162
2,0,14,0.37354281544685364,0.5827449560165405,-0.06528173387050629
2,0,15,0.3705897629261017,0.6261388659477234,-0.05777532607316971
2,0,16,0.3551768660545349,0.6422098875045776,-0.04775642231106758
2,0,17,0.29465511441230774,0.6002382636070251,-0.05218940228223801
2,0,18,0.3527368903160095,0.606354296207428,-0.06663951277732849
2,0,19,0.35598474740982056,0.6335576176643372,-0.058798547834157944
2,0,20,0.3448842465877533,0.646682620048523,-0.04996601492166519
2,1,0,0.7476503849029541,0.7878969311714172,-1.0392684401949737e-07
2,1,1,0.7310675978660583,0.7336570024490356,-0.0009045738843269646
2,1,2,0.6898236274719238,0.6910290122032166,-0.011458837427198887
2,1,3,0.6448689699172974,0.6849934458732605,-0.021386492997407913
2,1,4,0.6169121265411377,0.6920842528343201,-0.03291044384241104
2,1,5,0.7095106244087219,0.6675025224685669,-0.03406567871570587
2,1,6,0.6452080011367798,0.6510089039802551,-0.048928212374448776
2,1,7,0.608684778213501,0.6460244655609131,-0.05617186799645424
2,1,8,0.5802695155143738,0.643822193145752,-0.06178610399365425
2,1,9,0.707829475402832,0.7097819447517395,-0.04318942502140999
2,1,10,0.6379023194313049,0.6980098485946655,-0.05996263399720192
2,1,11,0.6525602340698242,0.7062240839004517,-0.059796325862407684
2,1,12,0.6748038530349731,0.7095962762832642,-0.0597359761595726
2,1,13,0.7032224535942078,0.7522915601730347,-0.050346195697784424
2,1,14,0.6386586427688599,0.734636664390564,-0.06550030410289764
2,1,15,0.6548544764518738,0.7408459186553955,-0.05496155843138695
2,1,16,0.6762881278991699,0.7452818155288696,-0.04681768640875816
2,1,17,0.6954213976860046,0.7933290004730225,-0.05694742500782013
2,1,18,0.6420317888259888,0.7687205672264099,-0.06856760382652283
2,1,19,0.6542708277702332,0.7714101076126099,-0.06029319390654564
2,1,20,0.6731721758842468,0.7780290842056274,-0.05352103337645531
3,0,0,0.27735546231269836,0.6940824389457703,1.278374526236803e-07
3,0,1,0.33151742815971375,0.6592710614204407,-0.0005732899298891425
3,0,2,0.3674531579017639,0.6158061027526855,-0.011641456745564938
3,0,3,0.3958413302898407,0.5867326259613037,-0.026995813474059105
3,0,4,0.4225592017173767,0.5712099671363831,-0.04253309220075607
3,0,5,0.3276749551296234,0.5201831459999084,-0.011031420901417732
3,0,6,0.379188597202301,0.49114352464675903,-0.03198045864701271
3,0,7,0.41433948278427124,0.4737192392349243,-0.0460180900990963
3,0,8,0.44370096921920776,0.4604889154434204,-0.055575694888830185
3,0,9,0.30921608209609985,0.530135989189148,-0.024079211056232452
3,0,10,0.3867974579334259,0.5489388108253479,-0.05219665542244911
3,0,11,0.38766565918922424,0.6032733917236328,-0.055364299565553665
3,0,12,0.37583205103874207,0.6297950744628906,-0.05260510742664337
3,0,13,0.2991012930870056,0.5588298439979553,-0.03827868029475212
3,0,14,0.37464845180511475,0.5841072797775269,-0.06345565617084503
3,0,15,0.36991244554519653,0.6286914348602295,-0.05450461059808731
3,0,16,0.3551519811153412,0.6468852162361145,-0.0432058684527874
3,0,17,0.2954121232032776,0.5968393087387085,-0.05325930565595627
3,0,18,0.35424211621284485,0.6075566411018372,-0.06717875599861145
3,0,19,0.3563331663608551,0.6363097429275513,-0.05906292796134949
3,0,20,0.34581801295280457,0.6491772532463074,-0.04997014254331589
3,1,0,0.7481886744499207,0.7874246835708618,-1.0198401412253588e-07
3,1,1,0.7308788895606995,0.7333464026451111,-0.000841608562041074
3,1,2,0.689300000667572,0.6910560131072998,-0.011638065800070763
3,1,3,0.6447782516479492,0.684928297996521,-0.02179696597158909
3,1,4,0.6169909834861755,0.692354142665863,-0.03357625752687454
3,1,5,0.7095847725868225,0.6675443649291992,-0.03500217944383621
